id,split,valence,arousal,dominance,text,clean_text,sentiment_score,sentiment_label,EMI,Manipulation_Level
Acephalous-Cant-believe_3342_3496,train,3.0,2.9,3.1,"Would it be possible to arrange your posts into three 'parties', and give your many readers the opportunity to 'vote' for one of them, by 'secret ballot'?",would possible arrange posts three give many readers opportunity one ballot,0.4215,Positive,0.4529,Moderately Manipulative
Acephalous-Cant-believe_3497_3547,train,3.4,3.2,3.2,I feel your British readers would appreciate that.,feel british readers would appreciate,0.4019,Positive,0.44114000000000003,Moderately Manipulative
Acephalous-Cant-believe_355_499,train,3.5,3.2,3.5,"However, when I started looking through my archives, it occurred to me that my output this year defines me much more sharply than in years past.",however started looking archives occurred output year defines much sharply years past,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Cant-believe_4_47,train,3.1,3.4,3.1,I can't believe I wrote all that last year.,ca believe wrote last year,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Cant-believe_500_515,train,3.0,3.1,2.9,What do I mean?,mean,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Cant-believe_517_626,dev,3.0,3.0,3.1,The posts I consider foundational to my current professional identity all seem to have been composed in 2009.,posts consider foundational current professional identity seem composed,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Cant-believe_627_817,train,2.91,2.73,2.63,"Granted, the likelihood that I'm suffering from the identitarian equivalent of presentism is awfully high, but I honestly thought I'd written some of the posts from early 2009 in 2006 or so.",granted likelihood suffering identitarian equivalent presentism awfully high honestly thought written posts early,0.2911,Positive,0.37466,Moderately Manipulative
Acephalous-Cant-believe_819_984,test,3.0,3.0,2.9,"It may also be that I remember the scene of their writing, which would have been in the old apartment, i.e. the place I barely remember ever having lived in anymore.",may also remember scene writing would old apartment place barely remember ever lived anymore,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Cant-believe_83_354,train,2.5,3.5,3.5,"Because I've been grading all damn day and am as tired as a Swearengen of hearing other about the finished semesters of pretty much every other academic blogger, I thought that it might be best to avoid jealously lashing out and scribble a ""Best of Acephalous 2009"" post.",grading damn day tired swearengen hearing finished semesters pretty much every academic blogger thought might best avoid jealously lashing scribble best acephalous post,0.4215,Positive,0.4529,Moderately Manipulative
Acephalous-Cant-believe_986_1160,test,3.0,3.1,3.2,"If you have absolutely nothing better to do on a Friday night, feel free to scan through my 2009 archives and tell me what you think should be included in the ""Best of"" post.",absolutely nothing better friday night feel free scan archives tell think included best post,0.7018,Positive,0.6210800000000001,Highly Manipulative
Acephalous-Internet_107_317,train,3.6,3.6,3.4,"I noted on Facebook that, from a statistical perspective, what makes baseball such an amazing sport is that you can watch it your entire life and still see, on a daily basis, something you’ve never seen before.",noted facebook statistical perspective makes baseball amazing sport watch entire life still see daily basis something never seen,0.5859,Positive,0.55154,Moderately Manipulative
Acephalous-Internet_1108_1269,train,3.1,3.2,3.2,The fact that I can verify vague memories of events that occurred twenty-five years ago astounds me in a way I sometimes forget the Internet is capable of doing.,fact verify vague memories events occurred years ago astounds way sometimes forget internet capable,0.5267,Positive,0.5160199999999999,Moderately Manipulative
Acephalous-Internet_1270_1472,train,3.0,3.0,3.0,"This realization is obviously not of world-historical importance, merely a reminder that this thing whose existence we take for granted daily represents a fundamentally weird complement to human memory.",realization obviously importance merely reminder thing whose existence take granted daily represents fundamentally weird complement human memory,0.4215,Positive,0.4529,Moderately Manipulative
Acephalous-Internet_1473_1658,train,2.9,3.0,3.1,The fact that at some point in the future I can know who I rode in an elevator with on 28 December 2005 is less weird because I chose to write about riding in an elevator with Grimace .,fact point future know rode elevator december less weird chose write riding elevator grimace,-0.3415,Negative,0.40490000000000004,Moderately Manipulative
Acephalous-Internet_1659_1776,test,3.1,3.2,3.3,That I can access detailed information about events I have no right remembering in detail is another matter entirely.,access detailed information events right remembering detail another matter entirely,0.0258,Neutral,0.21548,Non-Manipulative
Acephalous-Internet_1782_1794,train,3.0,3.0,3.0,Joe Sambito.,joe sambito,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_1795_1799,train,4.3,4.3,3.1,Wow.,wow,0.5859,Positive,0.55154,Moderately Manipulative
Acephalous-Internet_1800_1835,train,2.9,3.0,3.4,I'd completely forgotten about him.,completely forgotten,-0.2944,Negative,0.37664,Moderately Manipulative
Acephalous-Internet_1836_1911,train,2.1,2.8,3.2,I sometimes wish I could forget that Pendelton is the Braves hitting coach.,sometimes wish could forget pendelton braves hitting coach,0.5719,Positive,0.54314,Moderately Manipulative
Acephalous-Internet_1912_2036,train,3.0,3.1,3.0,Closest I came to that was watching Dale Murphy get tagged out at the plate on what would have been an inside-the-park slam.,closest came watching dale murphy get tagged plate would slam,-0.3818,Negative,0.42908,Moderately Manipulative
Acephalous-Internet_2095_2234,dev,3.0,3.1,3.1,"He pitched for the Astros before he came to the Mets, stayed for '85, then he pitched for the Red Sox against the Mets in '86 World Series.",pitched astros came mets stayed pitched red sox mets world series,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_2235_2298,test,2.7,3.0,3.1,"I remember him being ineffective, and as it turns out, he was .",remember ineffective turns,-0.128,Negative,0.2768,Non-Manipulative
Acephalous-Internet_2299_2485,test,3.0,3.0,3.1,"Now that I remember him, which I didn't before, I remember him as being the pitcher who'd pitched for 1) the team the Mets faced to get to the '86 Series and 2) the one they faced in it.",remember remember pitcher pitched team mets faced get series one faced,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_2486_2550,train,3.1,3.1,3.1,"I didn't remember that I remember that, but now that I do, I do.",remember remember,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_2551_2597,train,3.4,3.1,3.0,"Memory, as Gertrude Stein would say, is funny.",memory gertrude stein would say funny,0.4404,Positive,0.46424000000000004,Moderately Manipulative
Acephalous-Internet_2652_2750,train,2.6,3.2,3.4,"Apparently the drug use, sexual excess, and weird UCI experiences haven't softened your brain yet.",apparently drug use sexual excess weird uci experiences softened brain yet,-0.1779,Negative,0.30674,Moderately Manipulative
Acephalous-Internet_2752_2842,train,2.6,2.8,2.9,"What's really bothersome, though, is when you only remember things from your distant past.",really bothersome though remember things distant past,-0.3804,Negative,0.42824,Moderately Manipulative
Acephalous-Internet_2845_2974,train,2.66,2.92,2.75,"My grandpa was alert till the end, but when I last saw him at age 92 everything he wanted to talk about was 70 years in the past.",grandpa alert till end last saw age everything wanted talk years past,0.296,Positive,0.37760000000000005,Moderately Manipulative
Acephalous-Internet_29_105,train,2.9,3.0,3.1,The Internet occasionally reminds me of how different life is because of it.,internet occasionally reminds different life,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_3039_3135,train,3.0,2.9,3.3,"A guess, but perhaps your grandfather's life at 22 was more interesting than the ensuing 70 yrs.",guess perhaps grandfather life interesting ensuing yrs,0.4019,Positive,0.44114000000000003,Moderately Manipulative
Acephalous-Internet_319_388,train,3.09,2.63,3.37,"It’s a truism, I know, but it has the benefit of actually being true.",truism know benefit actually true,0.7003,Positive,0.6201800000000001,Highly Manipulative
Acephalous-Internet_3201_3237,train,3.1,3.1,2.9,You know what makes this post great?,know makes post great,0.6249,Positive,0.57494,Moderately Manipulative
Acephalous-Internet_3238_3258,train,2.3,3.3,3.3,No stinking cricket.,stinking cricket,-0.5267,Negative,0.5160199999999999,Moderately Manipulative
Acephalous-Internet_3320_3487,train,3.0,3.0,3.1,"Yeah, I remember Sambito from the Astros (when the Braves were in the old NL West because it made sense to have a team 3,000 miles from most of their division rivals).",yeah remember sambito astros braves old nl west made sense team miles division rivals,0.6249,Positive,0.57494,Moderately Manipulative
Acephalous-Internet_3488_3514,train,3.1,3.1,3.2,Solid pitcher for a while.,solid pitcher,0.1531,Positive,0.29186,Non-Manipulative
Acephalous-Internet_3515_3545,test,2.6,2.6,2.8,But burned out toward the end.,burned toward end,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_3546_3594,train,3.0,2.9,3.1,"Apparently, he is a player's representative now.",apparently player representative,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_3653_3671,train,2.9,3.1,2.9,Prosthetic memory.,prosthetic memory,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_3728_3829,train,3.1,2.9,3.1,I like to read about others watching baseball more than I like to watch baseball by a factor of nine.,like read others watching baseball like watch baseball factor nine,0.6124,Positive,0.56744,Moderately Manipulative
Acephalous-Internet_3830_3982,test,3.1,2.9,3.0,"Having given up on watching the actual sport, mention of baseball now only sparks memories of The Old Man and the Sea and the old time baseball writers.",given watching actual sport mention baseball sparks memories old man sea old time baseball writers,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_390_553,train,3.4,3.3,3.0,"In this case, the something in question was watching the wonderfully named Angel Pagan hit an inside-the-park home run and initiate a triple play in the same game.",case something question watching wonderfully named angel pagan hit home run initiate triple play game,0.743,Positive,0.6458,Highly Manipulative
Acephalous-Internet_3983_4198,train,3.1,3.3,3.2,"It is true that at the end of time, the old time baseball writers will be hailed as the very best writers, as they had access to an event that was susceptible to beautiful writing, but horrendous to watch in person.",true end time old time baseball writers hailed best writers access event susceptible beautiful writing horrendous watch person,0.8402,Positive,0.70412,Highly Manipulative
Acephalous-Internet_4199_4253,train,2.9,3.2,2.8,"Plus, they smoked a prodigious quantity of cigarettes.",plus smoked prodigious quantity cigarettes,0.0,Neutral,0.2,Non-Manipulative
Acephalous-Internet_4256_4321,train,2.5,3.4,3.4,nota bene: An overdue library book is a crime against Humanities.,nota bene overdue library book crime humanities,-0.5423,Negative,0.52538,Moderately Manipulative
Acephalous-Internet_554_745,train,2.9,2.9,3.2,"John Emerson responded with some humbug about it not being an inside-the-park grand slam, which made me remember that I had seen an inside-the-park grand slam at some time in the remote past.",john emerson responded humbug grand slam made remember seen grand slam time remote past,0.2023,Positive,0.32138,Moderately Manipulative
Acephalous-Internet_746_1108,train,3.5,3.5,3.1,"I remember being six or seven years old and watching the Mets play the Cardinals in an afternoon game at Shea Stadium, and thanks to the miracle of the Internet, I can definitively say that at approximately 4:30 p.m. on 9 June 1985 , I watched Terry Pendleton hit an inside-the-park grand slam off Joe Sambito in a game the Cardinals would go on to win handily.",remember six seven years old watching mets play cardinals afternoon game shea stadium thanks miracle internet definitively say approximately june watched terry pendleton hit grand slam joe sambito game cardinals would go win handily,0.9231,Positive,0.75386,Highly Manipulative
Ant_Robot_10138_10217,train,3.0,2.7,3.0,"Diagram of the polarization-opponent unit described by Lambrinos, et al (2000).",diagram unit described lambrinos et al,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_10218_10437,train,2.86,2.71,3.14,"The unit takes in polarization levels through the two polarization-sensitive photodiodes and feeds them into the logarithm ratio amplifier, which returns the difference of the logarithmized signals from the photodiodes.",unit takes polarization levels two photodiodes feeds logarithm ratio amplifier returns difference logarithmized signals photodiodes,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_10438_10549,train,3.0,3.0,3.0,"The e-vector (heading) returned from the two polarization-sensitive photodiodes (1, 2) follows a cos2-function.",heading returned two photodiodes follows,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_10575_10869,test,3.0,3.1,3.0,"Ants themselves rely primarily on chemical information taken in through their antennae, and to mimic this, Antie will have chemical sensing and emitting “stalks” with which to both interact with other ants (who may be surprised to find an ant without antennae) and take in chemical information.",ants rely primarily chemical information taken antennae mimic antie chemical sensing emitting stalks interact ants may surprised find ant without antennae take chemical information,0.2263,Positive,0.33578,Moderately Manipulative
Ant_Robot_10870_11315,train,3.0,3.0,3.12,"These stalks will need to have receptors to measure the n-alkene levels present in another ant’s cuticular hydrocarbons, which research indicates is the marker for harvester ants of a nestmate’s current task, perhaps because the hydrocarbons are altered in the dry sun, causing a different ratio of n-alkanes to n-alkenes and the presence of branched n-alkanes in the hydrocarbon profile (Wagner, et al, 2001, as cited in Gordon & Greene, 2003).",stalks need receptors measure levels present another ant cuticular hydrocarbons research indicates marker harvester ants nestmate current task perhaps hydrocarbons altered dry sun causing different ratio presence branched hydrocarbon profile wagner et al cited gordon greene,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_11316_11768,train,3.0,2.75,3.0,"Antie’s stalks would also have receptors for the hydrocarbons themselves, which research shows indicate to the ants whether another ant is their nestmate (Arnold, et al, 1996, as cited in Gordon & Mehdiabadi, 1999), receptors to detect food, and receptors for three types of pheromones: those released by successful foragers returning with food, those released by successful patrollers returning to the nest, and those marking piles of trash as midden.",antie stalks would also receptors hydrocarbons research shows indicate ants whether another ant nestmate arnold et al cited gordon mehdiabadi receptors detect food receptors three types pheromones released successful foragers returning food released successful patrollers returning nest marking piles trash midden,0.8225,Positive,0.6935,Highly Manipulative
Ant_Robot_1140_1262,test,3.25,3.12,3.0,Such a robot would allow for both long-term studies of ant-robot interactions and studies of task-switching in the robots.,robot would allow studies interactions studies robots,0.2263,Positive,0.33578,Moderately Manipulative
Ant_Robot_11943_12301,test,3.14,2.86,3.29,"Returning successful patrollers have an even greater effect on foraging activity: foragers will not leave the nest unless a patroller returns (Gordon, 2002), and the rate of foraging in a colony can be controlled by rolling glass beads coated with cuticular hydrocarbons extracted from patrollers into the nest (Gordon & Greene, 2003; Greene & Gordon, 2007).",returning successful patrollers even greater effect foraging activity foragers leave nest unless patroller returns gordon rate foraging colony controlled rolling glass beads coated cuticular hydrocarbons extracted patrollers nest gordon greene greene gordon,0.7269,Positive,0.63614,Highly Manipulative
Ant_Robot_12302_12451,test,2.82,2.91,3.09,"Midden seems to be marked in some olfactory way, since removing midden from nests makes them more likely to be invaded by other species (Gordon, 35).",midden seems marked olfactory way since removing midden nests makes likely invaded species gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_12452_12603,train,3.0,2.9,3.0,"For the purposes of this proposal, I will assume that the nest maintenance and food processing ants have marked the midden with a particular pheromone.",purposes proposal assume nest maintenance food processing ants marked midden particular pheromone,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_12604_12740,test,3.0,2.75,3.12,"All of these chemical receptors will be arranged in an array on a pair of chemical stalks, with four of each type of receptor per stalk.",chemical receptors arranged array pair chemical stalks four type receptor per stalk,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_1263_1494,train,3.0,3.2,3.1,"I propose here the theoretical construction and programming of a robot (hereafter referred to as Antie) that will be able to infiltrate a red harvester ant nest, switching between the foraging, patrolling and midden work behaviors.",propose theoretical construction programming robot hereafter referred antie able infiltrate red harvester ant nest switching foraging patrolling midden work behaviors,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_12741_12866,train,3.0,2.89,3.0,"This technique, described by Ishida, et al (2001), has been shown to improve the chemical plume-tracking abilities of robots.",technique described ishida et al shown improve chemical abilities robots,0.5994,Positive,0.55964,Moderately Manipulative
Ant_Robot_12867_12934,train,3.0,2.78,3.11,The wires will lead back down through the stalk to the on-board PC.,wires lead back stalk pc,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_12947_13062,train,3.5,3.1,3.2,"Finally, Antie will have tactile sensors on its grippers to analyze the pressure being exerted on a gripped object.",finally antie tactile sensors grippers analyze pressure exerted gripped object,-0.296,Negative,0.37760000000000005,Moderately Manipulative
Ant_Robot_13063_13316,train,3.1,2.9,3.0,"These sensors will be of the type patented by Peterson, et al (Patent #4,492,949), and will feature several layers of electrically insulating and parallel flexible conductive rods arranged such that an exerted pressure may be measured in output voltage.",sensors type patented peterson et al patent feature several layers electrically insulating parallel flexible conductive rods arranged exerted pressure may measured output voltage,-0.0772,Negative,0.24632,Non-Manipulative
Ant_Robot_13317_13447,train,3.0,2.89,3.11,"These will correspond to the muscles of the ant’s mandibles, which provide sensorimotor feedback to the ant when grasping objects.",correspond muscles ant mandibles provide sensorimotor feedback ant grasping objects,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_13448_13536,train,3.1,3.1,3.1,A table of the sensors and their relation to the ant’s sensory system is provided below.,table sensors relation ant sensory system provided,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_13569_13617,train,3.0,2.7,3.0,Table of sensors and their relations to the ant.,table sensors relations ant,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_1544_1685,train,3.0,2.75,3.0,"The red harvester ant lives in hot, dry deserts, building its nests in light yellowy sand and foraging for seeds deposited by winds and rain.",red harvester ant lives hot dry deserts building nests light yellowy sand foraging seeds deposited winds rain,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_1686_1920,train,3.1,2.8,3.3,"The ants forage for more than 30 different varieties of seeds, many of which do not grow in the desert (Gordon, 54), where only a few varieties of small shrubs, small herbaceous flowering plants and short grasses do grow (Gordon, 51).",ants forage different varieties seeds many grow desert gordon varieties small shrubs small herbaceous flowering plants short grasses grow gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_172_184,train,3.0,2.9,3.0,Introduction,introduction,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_18145_18151,train,3.0,2.44,3.11,Motors,motors,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_18164_18258,train,3.1,2.9,3.0,Antie’s motors will allow it to move around and interact with its environment and fellow ants.,antie motors allow move around interact environment fellow ants,0.2263,Positive,0.33578,Moderately Manipulative
Ant_Robot_18259_18351,train,3.0,3.0,3.2,There will be two individually operated motors to drive the two side wheels in lieu of legs.,two individually operated motors drive two side wheels lieu legs,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_18352_18473,train,3.0,3.1,3.0,"Two simultaneously operated motors will open and close the grippers, emulating the grasping power of the ant’s mandibles.",two simultaneously operated motors open close grippers emulating grasping power ant mandibles,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_18474_18619,train,3.2,3.2,3.2,"A third motor will lift and lower the grippers, allowing Antie to raise and lower gripped items as an ant would by raising and lowering its head.",third motor lift lower grippers allowing antie raise lower gripped items ant would raising lowering head,-0.6597,Negative,0.59582,Moderately Manipulative
Ant_Robot_18620_18748,train,3.0,3.0,3.0,Three small sprayers will emit successful patroller and forager pheromones and cuticular hydrocarbons from the appropriate sacs.,three small sprayers emit successful patroller forager pheromones cuticular hydrocarbons appropriate sacs,0.5859,Positive,0.55154,Moderately Manipulative
Ant_Robot_18749_19096,test,3.0,2.75,3.0,"These will be located in different places: the sprayer for the successful patroller pheromone will be located on the rear at the base of Antie, corresponding to the glands that researchers believe the ants drag along behind them to mark returning paths, while the successful forager and cuticular hydrocarbon sprayers will be located on the skirt.",located different places sprayer successful patroller pheromone located rear base antie corresponding glands researchers believe ants drag along behind mark returning paths successful forager cuticular hydrocarbon sprayers located skirt,0.7717,Positive,0.6630200000000002,Highly Manipulative
Ant_Robot_19097_19290,train,3.11,2.67,3.22,"Antie will not spray different pheromones depending on its task, on the assumption that its time in the sun will alter its hydrocarbons enough that its tasks will be recognizable to other ants.",antie spray different pheromones depending task assumption time sun alter hydrocarbons enough tasks recognizable ants,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_1921_2099,train,3.0,2.67,3.0,"Other insects and creatures, including other species of ants, are present in the desert, but red harvester ants seem to be relatively undisturbed by these animals (Gordon, 7-11).",insects creatures including species ants present desert red harvester ants seem relatively undisturbed animals gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19291_19396,train,3.0,2.7,2.9,Almost all motor output will be a direct function of sensory input as indicated in the following section.,almost motor output direct function sensory input indicated following section,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19422_19434,test,3.0,2.78,3.0,The Behavior,behavior,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19460_19639,train,3.0,3.2,3.0,"Antie will have a hybrid software architecture: a subsumption hierarchy will be responsible for switching between behaviors, but many sub-behaviors will operate on a schema basis.",antie hybrid software architecture subsumption hierarchy responsible switching behaviors many operate schema basis,0.3182,Positive,0.39092000000000005,Moderately Manipulative
Ant_Robot_19640_19796,train,3.1,2.9,3.1,"Pseudocode will approximate this architecture as closely as possible, and where appropriate, different subroutines running on a schema basis will be marked.",pseudocode approximate architecture closely possible appropriate different subroutines running schema basis marked,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19822_19838,train,3.0,3.1,3.0,Common Behaviors,common behaviors,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19851_19916,train,3.0,2.88,3.0,A few sub-behaviors will be necessary for more than one behavior.,necessary one behavior,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_19917_20121,dev,3.11,2.89,3.33,"To ease Antie’s on-board memory requirements and processing capabilities (and to make all the rest of the pseudocode easier for the reader to understand), I propose a few global variables and subroutines.",ease antie memory requirements processing capabilities make rest pseudocode easier reader understand propose global variables subroutines,0.6486,Positive,0.58916,Moderately Manipulative
Ant_Robot_20134_20249,train,3.0,2.89,3.0,"The following global variables will be used throughout the pseudocode, and are compiled here for ease of reference:",following global variables used throughout pseudocode compiled ease reference,0.3612,Positive,0.4167200000000001,Moderately Manipulative
Ant_Robot_2100_2254,train,3.0,3.12,3.0,"Though fights sometimes do break out with other red harvester ants from different nests, intraspecies interactions tend not to be aggressive (Gordon, 11).",though fights sometimes break red harvester ants different nests intraspecies interactions tend aggressive gordon,-0.5106,Negative,0.50636,Moderately Manipulative
Ant_Robot_210_220,train,3.0,2.6,2.9,Background,background,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_2255_2368,train,3.0,2.8,2.8,"Because of this, I will ignore other ant species in the design of Antie, and will not create a fighting behavior.",ignore ant species design antie create fighting behavior,-0.4404,Negative,0.46424000000000004,Moderately Manipulative
Ant_Robot_23162_23558,train,3.0,2.9,3.0,"Common behaviors will include a forward cruise and turning mechanism, procedures to determine the orientation towards nest and the distance from the nest when outside, in-nest navigation, an escape function for when objects are detected or bumped into, object identification and gripping, a generic algorithm for pheromone plume and chemical trail following, and the identification of other ants.",common behaviors include forward cruise turning mechanism procedures determine orientation towards nest distance nest outside navigation escape function objects detected bumped object identification gripping generic algorithm pheromone plume chemical trail following identification ants,0.1779,Positive,0.30674,Moderately Manipulative
Ant_Robot_233_338,train,3.1,3.0,3.0,Science fiction writers have been anticipating humanoid androids that could pass a Turing Test for years.,science fiction writers anticipating humanoid androids could pass turing test years,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_23571_23723,dev,3.0,3.0,3.12,"For a simple start, the forward cruise function will merely take in a double integer representing a speed and cause Antie to move forward at this speed.",simple start forward cruise function merely take double integer representing speed cause antie move forward speed,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_2369_2473,test,3.0,3.0,3.2,Antie will be equipped to navigate in this environment and will be designed to find seeds in sandy soil.,antie equipped navigate environment designed find seeds sandy soil,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_2499_2518,train,3.0,2.8,3.0,The Ant & the Robot,ant robot,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_2531_2631,train,2.9,3.1,3.1,Ants of this species are of two types: breeding ants (queens and drones) and sterile female workers.,ants species two types breeding ants queens drones sterile female workers,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_25547_25725,train,3.0,3.0,3.12,"These behaviors will often be used in other subroutines running on a schema basis, and when combined with the forward cruise function, should cause the robot to move at an angle.",behaviors often used subroutines running schema basis combined forward cruise function cause robot move angle,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_25738_25959,train,3.0,2.67,3.11,"In order to orient itself toward the nest while navigating outside, Antie will need to determine which direction the nest is in and rotate toward that heading, and also how far from the nest it is at its current location.",order orient toward nest navigating outside antie need determine direction nest rotate toward heading also far nest current location,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_25960_26089,test,3.0,2.75,3.0,"The orientation and distance should be calculable by the polarization pattern according to the system set up by Lambrinos, et al.",orientation distance calculable polarization pattern according system set lambrinos et al,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_26090_26314,train,3.0,2.89,3.22,"Antie will therefore have a polarization function that will return a compass direction toward which it should orient in order to return home to the nest, and a distance function that will return the shortest direct distance.",antie therefore polarization function return compass direction toward orient order return home nest distance function return shortest direct distance,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_26315_26479,train,3.1,2.7,3.1,"We may assume that this first function will return a direction in degrees, positive or negative, and that the second function will return a distance in centimeters.",may assume first function return direction degrees positive negative second function return distance centimeters,-0.0258,Neutral,0.21548,Non-Manipulative
Ant_Robot_2632_2834,train,3.0,3.0,3.0,"Queens and drones will not be considered in this proposal, as their behaviors and design is much more specialized and would be applicable only during the breeding season, which occurs but once per year.",queens drones considered proposal behaviors design much specialized would applicable breeding season occurs per year,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_26480_26530,train,3.0,3.0,3.0,The first function might look something like this:,first function might look something like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
Ant_Robot_27478_27583,test,3.2,2.9,3.0,"In-nest navigation will be a function of the temperature, read by Antie’s thermometer and a light source.",navigation function temperature read antie thermometer light source,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_27584_27763,train,3.0,2.75,2.88,"To exit, Antie will seek a high temperature until the photoreceptor reaches a threshold of stimulation indicating sunlight, and to get deeper, Antie will seek a lower temperature.",exit antie seek high temperature photoreceptor reaches threshold stimulation indicating sunlight get deeper antie seek lower temperature,-0.25,Negative,0.35000000000000003,Moderately Manipulative
Ant_Robot_27764_27802,train,3.0,3.0,3.0,The code may look something like this:,code may look something like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
Ant_Robot_2835_2969,train,3.0,2.75,3.0,"The behaviors of the sterile workers may be divided into several subcategories: brood care, nest maintenance, patrolling and foraging.",behaviors sterile workers may divided several subcategories brood care nest maintenance patrolling foraging,0.4939,Positive,0.49634,Moderately Manipulative
Ant_Robot_28767_28841,train,3.0,2.6,3.2,"This void function will be called nestEnter(), and will take in no inputs.",void function called nestenter take inputs,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_28855_28950,train,3.0,2.64,3.0,"To avoid bumping into things (including other ants), Antie be provided with an escape function.",avoid bumping things including ants antie provided escape function,-0.128,Negative,0.2768,Non-Manipulative
Ant_Robot_28951_29112,train,3.0,2.8,3.1,"Each of Antie’s eight bump sensors will cause the robot to rotate a different amount, and the sonar will cause it to rotate 90 degrees in the opposite direction.",antie eight bump sensors cause robot rotate different amount sonar cause rotate degrees opposite direction,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_29113_29161,train,3.0,3.0,3.14,"Regardless, this will be a very simple function.",regardless simple function,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_29162_29189,train,3.0,3.0,3.29,I will include one example:,include one example,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_2970_3127,train,2.88,2.75,3.0,"Little is known about brood care, as this occurs only in the deepest regions of the nest and observation would generally require the destruction of the nest.",little known brood care occurs deepest regions nest observation would generally require destruction nest,-0.1935,Negative,0.31610000000000005,Moderately Manipulative
Ant_Robot_29941_30195,train,3.09,2.91,3.0,"Because this function responds to the sensors on Antie’s around the sides and only its sonar detectors will be able to detect objects in front of it, this escape function will not prevent Antie from being able to locate and pick up objects such as seeds.",function responds sensors antie around sides sonar detectors able detect objects front escape function prevent antie able locate pick objects seeds,0.2023,Positive,0.32138,Moderately Manipulative
Ant_Robot_30208_30277,train,3.0,3.0,3.0,"Before picking objects up, however, Antie will need to identify them.",picking objects however antie need identify,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_30278_30411,train,3.1,3.0,3.3,This object detection process will be activated when the front bump sensor is stimulated or when both sonar detectors are stimulated.,object detection process activated front bump sensor stimulated sonar detectors stimulated,0.4215,Positive,0.4529,Moderately Manipulative
Ant_Robot_30412_30505,train,3.0,3.1,3.2,Chemical inputs will be checked to see what this object is most likely to be given its smell.,chemical inputs checked see object likely given smell,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_30544_30582,train,3.0,2.4,3.0,The code may look something like this:,code may look something like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
